ISIN,Company_Name,BSE_Scrip_Code,NSE_Symbol
INE392H01018,Taaza International Ltd,537392,
INE398L01017,KANCO TEA & INDUSTRIES LIMITED,541005,
INE400G01011,HARIYANA SHIP BREAKERS LTD.   ,526931,
INE402Y01010,Shreeji Translogistics Limited,540738,
INE403C01014,INTERNATIONAL COMBUSTION (INDI,505737,
INE403F01017,THAKKERS DEVELOPERS LTD.      ,526654,
INE406F01010,VASUNDHARA RASAYANS LTD,538634,
INE410O01022,KAILASH AUTO FINANCE LTD.     ,511357,
INE411Y01011,DEBOCK SALE MARKETING LTD     ,201461,DSML
INE413D01011,ARIHANT FOUNDATIONS & HOUSING ,531381,ARIHANT
INE417E01010,PEE CEE COSMA SOPE LTD.,524136,
INE421K01019,GENESIS FINANCE CO LTD ,202302,
INE422M01013,CRP Risk Management Limited   ,540903,
INE426H01014,PRERNA INFRABUILD LTD. ,531802,
INE427C01021,VISTA PHARMACEUTICALS LTD.    ,524711,
INE427E01027,RAVILEELA GRANITES LTD.,526095,
INE427V01013,ADITYA CONSUMER MARKETING LIMI,540146,
INE433G01012,SACHETA METALS LTD.    ,531869,
INE434B01029,WEP SOLUTIONS LTD.     ,532373,
INE435E01020,SHALIMAR PRODUCTIONS LTD.     ,512499,
INE438F01013,GCCL INFRASTRUCTURE & PROJECTS,531375,
INE439T01012,NITIRAJ ENGINEERS LTD  ,203799,NITIRAJ
INE440C01016,SABOO SODIUM CHLORO LTD.      ,530461,
INE441L01015,STANROSE MAFATLAL INVESTMENTS ,506105,
INE442D01010,MEDI-CAPS LTD.  ,523144,
INE442V01012,PRIME FRESH LIMITED    ,540404,
INE447A01015,ATV PROJECTS INDIA LTD.,500028,
INE448V01019,AURANGABAD DISTILLERY LTD     ,201707,AURDIS
INE449G01018,AGRI- TECH (INDIA) LTD ,537292,AGRITECH
INE450S01011,MOHINI HEALTH&HYGIENE LTD     ,205578,MHHL
INE452W01019,Deccan Health Care Limited    ,542248,
INE457P01020,Toyam Industries Limited      ,538607,
INE459C01016,FLUIDOMAT LTD.  ,522017,
INE460D01038,SUPER TANNERY LIMITED  ,523842,
INE467D01017,VIRAT INDUSTRIES LTD.  ,530521,
INE470N01010,CAPROLACTAM CHEMICALS LTD.    ,507486,
INE472M01018,MT EDUCARE LTD. ,534312,MTEDUCARE
INE473T01011,Patdiam Jewellery Limited     ,539401,
INE474E01029,BHANDARI HOSIERY EXPORTS LTD. ,512608,BHANDARI
INE474L01016,OMKAR SPECIALITY CHEMICALS LTD,533317,OMKARCHEM
INE474O01010,INDIA FINSEC LTD.      ,535667,
INE475D01010,Suchitra Finance & Trading Com,538714,
INE476K01013,MARBLE FINVEST LIMITED ,201545,
INE478D01014,ITL INDUSTRIES LTD.    ,522183,
INE479B01016,SAHARA ONE MEDIA & ENTERTAINME,503691,
INE480H01011,AREX INDUSTRIES LTD.   ,526851,
INE482J01021,GYSCOAL ALLOYS LTD.    ,533275,GAL
INE489D01011,B & A LTD.      ,508136,
INE489H01020,NITIN FIRE PROTECTION INDUSTRI,532854,NITINFIRE
INE490A01015,CHOWGULE STEAMSHIPS LTD.      ,501833,
INE491V01019,CROWN LIFTERS LTD.     ,200540,CROWN
INE501D01013,FORTUNE INTERNATIONAL LTD.    ,530213,
INE502O01018,SPS FINQUEST LTD,538402,
INE506Z01015,Dhruv Consultancy Services Lim,541302,
INE515C01023,LAHOTI OVERSEAS LTD.   ,531842,
INE516F01016,ABHINAV CAPITAL SERVICES LTD. ,532057,
INE516K01024,GOENKA DIAMOND & JEWELS LTD.  ,533189,GOENKA
INE520H01022,BEARDSELL LIMITED      ,539447,BEARDSELL
INE521L01030,BANAS FINANCE LTD.     ,509053,
INE523I01016,Prakash Woollen & Synthetic Mi,531437,
INE524L01026,KRIDHAN INFRA LIMITED  ,533482,KRIDHANINF
INE526B01014,CALIFORNIA SOFTWARE CO.LTD.   ,532386,CALSOFT
INE529D01014,PATEL INTEGRATED LOGISTICS LTD,526381,PATINTLOG
INE537A01013,GTN INDUSTRIES LTD.    ,500170,
INE540C01021,NARBADA GEMS AND JEWELLERY LTD,519455,
INE540S01019,Mishka Exim Limited    ,539220,
INE546I01017,ETT LTD  ,537707,
INE548H01015,RAAJ MEDISAFE INDIA LTD.      ,524502,
INE549S01010,REMEDIUM LIFECARE LIMITED     ,539561,
INE550H01011,SUPREME INFRASTRUCTURE INDIA L,532904,SUPREMEINF
INE553F01035,BEST EASTERN HOTELS LTD.      ,508664,
INE555Z01012,TARA CHAND LOG. SOL. LTD.     ,203028,TARACHAND
INE557Z01018,POWER INSTRUMENT (G) LTD      ,200764,PIGL
INE558R01013,HEC INFRA PROJECTS LTD.,202985,HECPROJECT
INE562X01013,UNIVASTU INDIA LIMITED ,202099,UNIVASTU
INE569B01022,ISL CONSULTING LTD.    ,511609,
INE569D01028,PRANAVADITYA SPINNING MILLS LT,531172,
INE571U01010,Yash Chemex Limited    ,539939,
INE572G01025,LANCOR HOLDINGS LTD.   ,509048,
INE574G01013,JOONKTOLLEE TEA & INDUSTRIES L,538092,
INE575D01033,DANUBE INDUSTRIES LIMITED     ,540361,
INE575I01016,RATHI BARS LTD. ,532918,
INE575Z01010,MARVEL DECOR LIMITED   ,203071,MDL
INE579N01018,DR HABEEBULLAH LIFE SCIENCES L,539267,
INE587J01027,CROISSANCE LIMITED     ,531909,
INE589J01015,SANRHEA TECHNICAL TEXTILES LTD,514280,
INE590L01019,VASWANI INDUSTRIES LTD.,533576,VASWANI
INE591A01010,OIL COUNTRY TUBULAR LTD.      ,500313,OILCOUNTUB
INE593W01010,FOCUS LIGHTG & FIXTRS LTD     ,205726,FOCUS
INE594V01028,TEXEL INDUSTRIES LTD.  ,526638,
INE608C01026,NOVA IRON & STEEL LTD. ,513566,
INE609A01010,PUNJAB COMMUNICATIONS LTD.    ,500346,
INE616F01022,RSD Finance Limited    ,539875,
INE621C01011,GUJARAT HOTELS LTD.    ,507960,
INE621I01026,COLORCHIPS NEW MEDIA LIMITED  ,540023,
INE624C01015,VALECHA ENGINEERING LTD.      ,532389,VALECHAENG
INE624M01014,LYKIS LIMITED   ,530689,
INE626H01019,BINAYAK TEX PROCESSORS LTD.   ,523054,
INE627F01011,CENLUB INDUSTRIES LTD. ,522251,
INE628D01014,ADOR MULTIPRODUCTS LTD.,523120,
INE631B01038,CENTRAL PROVINCES RAILWAYS CO.,501827,
INE631D01026,G.G.DANDEKAR MACHINE WORKS LTD,505250,
INE632W01016,GlobalSpace Technologies Limit,540654,
INE635D01027,INANI MARBLES & INDUSTRIES LTD,531129,
INE635Y01015,ANI INTEGRATED SERV LTD.      ,200742,AISL
INE636B01011,Acme Resources Limited ,539391,
INE637D01015,TULIVE DEVELOPERS LIMITED     ,505285,
INE638B01025,HB PORTFOLIO LTD.      ,532333,
INE639K01016,NEL HOLDINGS SOUTH LIMITED    ,533202,
INE640C01011,SHAH ALLOYS LTD.,513436,SHAHALLOYS
INE643C01015,NATIONAL FITTINGS LIMITED     ,531289,
INE643N01012,DECIPHER LABS LIMITED  ,524752,
INE647Z01017,VIVID MERCANTILE LIMITED      ,542046,
INE654H01011,NATIONAL GENERAL INDUSTRIES LT,531651,
INE655B01011,BANARAS BEADS LTD.     ,526849,BANARBEADS
INE655D01025,SHALIMAR WIRES INDUSTRIES LTD.,532455,
INE655I01024,BIRLA COTSYN (INDIA) LTD.     ,533006,
INE660D01017,VIPPY SPINPRO LTD.     ,514302,
INE663P01015,A.F. ENTERPRISES LTD   ,538351,
INE665D01016,BENGAL TEA & FABRICS LTD.     ,532230,
INE666Y01010,Dolfin Rubbers Limited ,542013,
INE669Y01022,SHARIKA ENTERPRISES LIMITED   ,540786,
INE671C01016,SUNIL HEALTHCARE LTD   ,537253,
INE672K01025,CIL NOVA PETROCHEMICALS LTD.  ,533407,
INE675G01018,Pincon Spirit Limited  ,538771,PINCON
INE681C01015,KEYNOTE FINANCIAL SERVICES LIM,512597,KEYFINSERV
INE682D01011,RASANDIK ENGINEERING INDUSTRIE,522207,
INE685D01022,VAMA INDUSTRIES LTD.   ,512175,
INE685Z01017,Rajnish Wellness Limited      ,541601,
INE687C01012,REXNORD ELECTRONICS & CONTROLS,531888,
INE690J01011,INNOVASSYNTH INVESTMENTS LTD. ,533315,
INE691C01014,SWASTIKA INVESTMART LTD.      ,530585,
INE696K01024,PRAKASH STEELAGE LTD.  ,533239,PRAKASHSTL
INE696V01013,NANDANI CREATION LIMITED      ,203667,JAIPURKURT
INE699A01011,UTTAM GALVA STEELS LTD.,513216,UTTAMSTL
INE699B01027,SAMBHAAV MEDIA LTD.    ,511630,SAMBHAAV
INE700V01013,Shashijit Infraprojects Limite,540147,
INE701B01021,PUNJ LLOYD LTD. ,532693,PUNJLLOYD
INE703D01023,BIOGEN PHARMACHEM INDUSTRIES L,531752,
INE703L01026,SHREE SHALEEN TEXTILES LIMITED,505513,
INE705X01018,Advitiya Trade India Limited  ,541152,
INE706C01028,AUTO PINS (INDIA) LTD. ,531994,
INE715Q01011,LEADING LEASING FINANCE AND IN,540360,
INE715T01015,Narayani Steels Limited,540080,
INE715Y01015,SHRADHA INFRAPROJECTS LTD     ,202482,SHRADHA
INE716D01033,CRESSANDA SOLUTIONS LTD.      ,512379,
INE717F01010,VARIMAN GLOBAL ENTERPRISES LIM,540570,
INE718M01022,LAKSHMI AUTOMATIC LOOM WORKS L,505302,
INE722B01019,PRAVEG COMMUNICATIONS (INDIA) ,531637,
INE722J01012,RAVI KUMAR DISTILLERIES LTD.  ,533294,RKDL
INE723D01021,HIMACHAL FIBRES LTD.   ,514010,
INE724D01011,HINDUSTAN HARDY LIMITED,505893,
INE724G01014,SAL AUTOMOTIVE LIMITED ,539353,
INE728B01032,SMITHS & FOUNDERS (INDIA) LIMI,513418,
INE730R01034,Svarnim Trade Udyog Limited   ,539911,
INE731A01020,ARCHIES LTD.    ,532212,ARCHIES
INE731D01024,KPT INDUSTRIES LIMITED ,505299,
INE735M01018,S.E. POWER LTD. ,534598,SEPOWER
INE739N01026,AIPCL    ,506822,
INE740V01019,AGRO PHOS INDIA LIMITED,202972,AGROPHOS
INE746D01014,PIONEER INVESTCORP LTD.,507864,
INE747B01016,NEXT MEDIAWORKS LTD.   ,532416,NEXTMEDIA
INE748Z01013,SUMIT WOODS LIMITED    ,202533,SUMIT
INE751D01014,SANDU PHARMACEUTICALS LTD.    ,524703,
INE753W01010,SANGINITA CHEMICALS LTD,205222,SANGINITA
INE754C01010,SOM DATT FINANCE CORPORATION L,511571,
INE756R01013,Megri Soft Limited     ,539012,
INE759V01019,The Mandhana Retail Ventures L,540210,TMRVL
INE760J01012,CEETA INDUSTRIES LTD.  ,514171,
INE761D01021,Vegetable Products Limited.   ,539132,
INE761Y01019,ZODIAC ENERGY LIMITED  ,201598,ZODIAC
INE762C01021,AMRAPALI INDUSTRIES LTD.      ,526241,
INE765B01018,SKY INDUSTRIES LTD.    ,526479,
INE768E01024,AI CHAMPDANY INDUSTRIES LTD.  ,532806,
INE770B01026,MOBILE TELECOMMUNICATIONS LTD.,532127,
INE773Y01014,Tasty Dairy Specialities Limit,540955,
INE775B01025,KWALITY LIMITED ,531882,KWALITY
INE777O01016,CHENNAI FERROUS INDUSTRIES LIM,539011,
INE778E01031,CCL INTERNATIONAL LTD. ,531900,
INE782D01027,ALFRED HERBERT (INDIA) LTD.   ,505216,
INE782X01017,SERVOTECH POWER SYS LTD.      ,203551,SERVOTECH
INE783M01026,RADFORD GLOBAL LIMITED ,530561,
INE784W01015,Manomay Tex India Limited     ,540396,
INE791A01024,BLB LTD. ,532290,BLBLIMITED
INE791E01018,KANISHK STEEL INDUSTRIES LTD. ,513456,
INE791H01011,IRONWOOD EDUCATION LIMITED    ,508918,
INE792B01012,AMBICA AGARBATHIES & AROMA IND,532335,AMBICAAGAR
INE797D01017,GARNET CONSTRUCTION LTD.      ,526727,
INE797H01018,TGB BANQUETS AND HOTELS LTD.  ,532845,TGBHOTELS
INE798D01015,GOLKUNDA DIAMONDS & JEWELLERY ,523676,
INE799N01012,Waa Solar Limited      ,541445,
INE801V01019,LAXMI COTSPIN LIMITED  ,202410,LAXMICOT
INE804A01025,SWASTI VINAYAKA SYNTHETICS LTD,510245,
INE805B01012,MANGALAM TIMBER PRODUCTS LTD. ,516007,MANGTIMBER
INE810M01019,ASIAN PETROPRODUCTS & EXPORTS ,524434,
INE811B01010,T & I GLOBAL LTD.      ,522294,
INE811H01017,RIBA TEXTILES LTD.     ,531952,
INE812B01026,ZENITH HEALTH CARE LTD.,530665,
INE812S01012,OVOBEL FOODS LTD.      ,530741,
INE817B01025,KERALA AYURVEDA LTD.   ,530163,
INE820Y01013,AJOONI BIOTECH LIMITED ,204756,AJOONI
INE822E01011,SUPREME HOLDINGS & HOSPITALITY,530677,
INE829P01020,Amba Enterprises Ltd.  ,539196,
INE832C01014,GOGIA CAPITAL SERVICES LIMITED,531600,
INE832D01020,HINDOOSTAN MILLS LTD.  ,509895,
INE835A01011,VARDHMAN POLYTEX LTD.  ,514175,VARDMNPOLY
INE840D01015,ALPINE HOUSING DEVELOPMENT COR,526519,
INE855A01019,W.H.BRADY & CO.LTD.    ,501391,
INE856B01023,SAVEN TECHNOLOGIES LTD.,532404,
INE861D01011,SHALIBHADRA FINANCE LTD.      ,511754,
INE861H01020,Nitin Castings Limited ,508875,
INE863I01016,BANG OVERSEAS LTD.     ,532946,BANG
INE864E01021,Akar Auto Industries Limited  ,530621,
INE864J01012,TAMBOLI CAPITAL LTD.   ,533170,
INE866A01016,ECOBOARD INDUSTRIES LTD.      ,523732,
INE866D01010,MARIS SPINNERS LTD.    ,531503,
INE867A01022,MANUGRAPH INDIA LTD.   ,505324,MANUGRAPH
INE870B01016,OK PLAY INDIA LTD.     ,526415,
INE872E01016,DELTON CABLES LTD.     ,504240,
INE877E01015,GUJARAT INTRUX LTD.    ,517372,
INE877I01016,ARCHIDPLY INDUSTRIES LTD.     ,532994,ARCHIDPLY
INE880B01015,ANSAL HOUSING LIMITED  ,507828,ANSALHSG
INE880Y01017,SOLEX ENERGY LIMITED   ,203111,SOLEX
INE883L01018,Pyxis Finvest Limited  ,534109,
INE885B01014,ARTEFACT PROJECTS LTD. ,531297,
INE890B01014,UPSURGE INVESTMENT & FINANCE L,531390,
INE890C01046,SANWARIA CONSUMER LIMITED     ,519260,SANWARIA
INE891A01014,D.S.KULKARNI DEVELOPERS LTD.  ,523890,DSKULKARNI
INE896D01017,NATIONAL PLASTIC TECHNOLOGIES ,531287,
INE899L01022,UJAAS ENERGY LIMITED   ,533644,UJAAS
INE901A01011,INSILCO LTD.    ,500211,
INE902D01013,KIFS FINANCIAL SERVICES LTD.  ,535566,
INE905C01026,HARIG CRANKSHAFTS LTD. ,500178,
INE905D01016,PARSOLI CORPORATION LTD.      ,530071,
INE908L01013,PRESHA METALLURGICAL LTD.     ,513613,
INE910G01027,MUNOTH CAPITAL MARKET LTD.    ,511200,
INE911T01010,Kranti Industries Limited     ,542459,
INE916P01025,TRIVENI ENTERPRISES LTD,538569,
INE919B01011,LAFFANS PETROCHEMICALS LTD.   ,524522,
INE920T01011,LIKHAMI CONSULTING LIMITED    ,539927,
INE921B01025,DB (INTERNATIONAL) STOCK BROKE,530393,DBSTOCKBRO
INE924A01013,SALORA INTERNATIONAL LTD.     ,500370,
INE925C01016,MADHAV MARBLES & GRANITES LTD.,515093,MADHAV
INE925Y01010,GODHA CABCON INSULAT LTD      ,204028,GODHA
INE927K01023,BARODA EXTRUSION LTD.  ,513502,
INE930E01012,NTH EST PBL AND ADVT CO L     ,202795,
INE931E01010,PURBANCHAL PRESTRESSED L      ,203826,
INE934B01028,MERCATOR LTD.   ,526235,MERCATOR
INE935C01015,LAKHANI INDIA LTD.     ,531085,
INE937A01023,SPML INFRA LIMITED     ,500402,SPMLINFRA
INE944A01011,GUJARAT STATE FINANCIAL CORPOR,532160,
INE945B01016,TYROON TEA CO.LTD.     ,526945,
INE949B01018,COSCO (INDIA) LTD.     ,530545,
INE950C01014,H.P.COTTON TEXTILE MILLS LTD. ,502873,
INE950G01023,UNIPLY INDUSTRIES LTD. ,532646,UNIPLY
INE955E01019,N. E. ELECTRONICS LIMITED     ,200055,
INE957C01019,ARUNA HOTELS LTD.      ,500016,
INE960E01019,SHIVA GLOBAL AGRO INDUSTRIES L,530433,
INE960Z01014,Raw Edge Industrial Solutions ,541634,
INE961Y01015,MAHICKRA CHEMICAL LIMITED     ,200486,MAHICKRA
INE962C01027,EASTERN SILK INDUSTRIES LTD.  ,590022,EASTSILK
INE964W01013,M K PROTEINS LIMITED   ,201632,MKPL
INE965C01038,INNOVATIVE TECH PACK LTD.     ,523840,
INE967A01012,Swarnsarita Gems Limited      ,526365,
INE969D01012,IND BANK HOUSING LTD.  ,523465,
INE970C01012,SHREE KRISHNA PAPER MILLS & IN,500388,
INE970N01027,SPACENET ENTERS IND LTD,203377,SPCENET
INE971L01029,KEMISTAR CORPORATION LIMITED  ,531163,
INE972X01014,VAISHALI PHARMA LIMITED,201258,VAISHALI
INE973B01026,ISF LIMITED     ,526859,
INE975C01011,CHORDIA FOOD PRODUCTS LTD.    ,519475,
INE976H01018,LEHAR FOOTWEARS LIMITED,532829,
INE976T01013,SAGARDEEP ALLOYS LIMITED      ,204170,SAGARDEEP
INE977Y01011,BRAND CONCEPTS LIMITED ,205208,BCONCEPTS
INE978V01015,Tanvi Foods (India) Limited   ,540332,
INE980A01023,PRESSMAN ADVERTISING LIMITED  ,509077,PRESSMN
INE982V01017,JET FREIGHT LOGISTICS LTD     ,205423,JETFREIGHT
INE988C01014,DHARANI SUGARS & CHEMICALS LTD,507442,DHARSUGAR
INE989C01012,DIAMOND POWER INFRASTRUCTURE L,522163,DIAPOWER
INE994D01010,ASHOK ALCO-CHEM LTD.   ,524594,
INE994V01012,PROLIFE INDUSTRIES LTD ,202286,PROLIFE
INE997I01012,SHRI KRISHNA DEVCON LTD.      ,531080,
INE999P01013,TARINI ENTERPRISES LTD ,204956,
INE005C01017,RTS POWER CORPORATION LTD.    ,531215,
INE006Z01016,ARVEE LABORATORIES I LTD      ,205428,ARVEE
INE007C01021,INDRAYANI BIOTECH LTD. ,526445,
INE008B01013,AIMCO PESTICIDES LTD.  ,524288,
INE008Z01012,SHREE RAM PROTEINS LTD.,202992,SRPL
INE00CA01015,Trejhara Solutions Limited    ,542233,TREJHARA
INE00CE01017,SHREE VASU LOGISTICS LTD      ,202807,SVLL
INE00S901012,Nila Spaces Ltd ,542231,NILASPACES
INE00SW01015,BCPL Railway Infrastructure Li,542057,
INE011D01013,SHERVANI INDUSTRIAL SYNDICATE ,526117,
INE015C01016,TINNA RUBBER AND INFRASTRUCTUR,530475,
INE017W01010,Sarthak Metals Limited ,540393,
INE01EG01016,Ritco Logistics Limited,542383,
INE01EO01010,SPECTRUM ELECTRIC IND LTD     ,202003,SPECTRUM
INE01IU01018,SKY GOLD LIMITED,541967,
INE01J501010,Shubham Polyspin Limited      ,542019,
INE01NE01012,Shankar Lal Rampal Dye-Chem Li,542232,
INE020S01012,GALAXY BEARINGS LTD.   ,526073,
INE024F01011,SHILCHAR TECHNOLOGIES LTD.    ,531201,
INE027T01015,RUDRA GLOBAL INFRA PRODUCTS LI,539226,
INE02EZ01014,Axita Cotton Limited   ,542285,
INE02KC01010,JAINAM FER ALLOYS (I) LTD     ,208299,JAINAM
INE02WG01016,WONDER FIBROMATS LIMITED      ,206510,WFL
INE030T01019,Tejnaksh Healthcare Limited   ,539428,
INE033C01019,ELNET TECHNOLOGIES LTD.,517477,
INE035G01015,SUCHAK TRADING LTD.    ,512075,
INE037B01012,SHARDUL SECURITIES LTD.,512393,
INE039B01026,CINEVISTA LTD.  ,532324,CINEVISTA
INE03JI01017,Digicontent Limited    ,542685,DGCONTENT
INE03RS01019,DRC Systems India Limited     ,543268,DRCSYSTEMS
INE040C01022,CALS REFINERIES LTD.   ,526652,
INE043C01018,IVP LTD. ,507580,IVP
INE047B01011,GILLANDERS ARBUTHNOT & CO.LTD.,532716,GILLANDERS
INE050L01048,LESHA INDUSTRIES LTD.  ,533602,
INE050N01010,KINGS INFRA VENTURES LIMITED  ,530215,
INE051G01012,DENIS CHEM LAB LTD     ,537536,
INE052001018,Shahlon Silk Industries Limite,542862,
INE052V01019,CIAN Agro Ind & Infra Ltd     ,519477,
INE05FR01011,Ashapuri Gold Ornament Limited,542579,
INE05QJ01015,G. K. P. Printing & Packaging ,542666,
INE05ST01010,SURATWWALA BUSINESS GROUP LIMI,543218,
INE05X901010,HINDPRAKASH INDUSTRY LTD      ,206592,HPIL
INE060601015,Earum Pharmaceuticals Limited ,542724,
INE060E01018,KEMP & COMPANY LTD.    ,506530,
INE060X01018,DEV INFO TECHNOLOGY LTD,205474,DEVIT
INE061A01014,INDIAN CARD CLOTHING CO.LTD.  ,509692,INDIANCARD
INE064R01012,MODULEX CONSTRUCTION TECHNOLOG,504273,
INE069E01019,SURAJ PRODUCTS LTD.    ,518075,
INE06H201014,Gensol Engineering Limited    ,542851,
INE06IR01013,OSIA HYPER RETAIL LTD  ,200979,OSIAHYPER
INE070C01037,COMPUAGE INFOCOM LTD.  ,532456,COMPINFO
INE073D01013,SUNDARAM BRAKE LININGS LTD.   ,590072,SUNDRMBRAK
INE074C01013,HINDUSTAN ADHESIVES LTD.      ,514428,
INE074H01012,SARTHAK INDUSTRIES LTD.,531930,
INE075B01012,SICAL LOGISTICS LTD.   ,520086,SICAL
INE078I01011,ARCHIT ORGANOSYS LTD.  ,524640,
INE07QQ01016,Chandra Bhagat Pharma Limited ,542934,
INE07S101020,PAVNA INDUSTRIES LIMITED      ,207736,PAVNAIND
INE080A01014,WEIZMANN LTD.   ,523011,WEIZMANIND
INE082B01018,MACHINO PLASTICS LTD.  ,523248,
INE082C01024,PATELS AIRTEMP (INDIA) LTD.   ,517417,
INE083D01012,BAL PHARMA LTD. ,524824,BALPHARMA
INE083E01010,DYNAVISION LTD. ,517238,
INE084D01010,CG-VAK SOFTWARE & EXPORTS LTD.,531489,
INE085D01033,METROGLOBAL LIMITED    ,500159,
INE088E01019,GOLDEN LEGAND LEASING & FINANC,509024,
INE08KJ01012,APM Finvest Limited    ,542774,
INE090B01011,OMAX AUTOS LTD. ,520021,OMAXAUTO
INE096I01013,Anjani Foods Limited   ,511153,
INE099E01016,NAGPUR POWER & INDUSTRIES LTD.,532362,
INE09E501017,Ravinder Heights Limited      ,543251,RVHL
INE0A0S01010,SIGMA SOLVE LIMITED    ,207437,SIGMA
INE0ALR01011,ATAL REALTECH LIMITED  ,207419,ATALREAL
INE0APB01016,MANGALAM GLOBAL ENT LTD,206546,MGEL
INE0CJD01011,Knowledge Marine & Engineering,543273,
INE0EAX01014,Aashka Hospitals Limited      ,543346,
INE0FW001016,Markolines Traffic Controls Li,543364,
INE0GXK01018,V MARC INDIA LIMITED   ,207825,VMARCIND
INE0HQI01014,BEW ENGINEERING LIMITED,208204,BEWLTD
INE104A01012,KG DENIM LTD.   ,500239,
INE104F01011,Bodhtree Consulting Limited   ,539122,
INE105D01013,COCHIN MINERALS & RUTILE LTD. ,513353,
INE105E01011,MCNALLY SAYAJI ENG LTD ,200416,
INE108E01023,SUNDARAM MULTI PAP LTD.,533166,SUNDARAM
INE109Y01011,Dhruv Wellness Limited ,540695,
INE110D01013,GUJARAT NRE COKE LTD.  ,512579,
INE112D01035,MAHALAXMI RUBTECH LTD. ,514450,
INE112F01022,LAMBODHARA TEXTILES LTD.      ,590075,LAMBODHARA
INE117F01013,VJTF EDUSERVICES LTD.  ,509026,
INE117H01019,SIR SHADI LAL ENTERPRISES LTD.,532879,
INE122R01018,Manpasand Beverages Limited   ,539207,MANPASAND
INE123C01018,TAINWALA CHEMICALS & PLASTICS ,507785,TAINWALCHM
INE123M01017,RDB RASAYANS LTD.      ,533608,
INE124Y01010,PASHUPATI COTSPIN LIMITED     ,202726,PASHUPATI
INE127T01013,K.P. Energy Limited    ,539686,
INE130B01031,SURANA TELECOM AND POWER LIMIT,517530,SURANAT&P
INE132C01027,SURYALATA SPINNING MILLS LTD. ,514138,
INE133B01019,KESAR ENTERPRISES LTD. ,507180,
INE134B01017,KIRLOSKAR ELECTRIC COMPANY LTD,533193,KECL
INE137I01015,GRP LTD. ,509152,GRPLTD
INE137M01017,SAB INDUSTRIES LIMITED ,539112,
INE141K01013,TEXMO PIPES & PRODUCTS LTD.   ,533164,TEXMOPIPES
INE145E01017,CRAVATEX LTD.   ,509472,
INE145L01012,KEERTHI INDUSTRIES LTD.,518011,
INE145Y01015,Shish Industries Limited      ,540693,
INE146N01016,SCANDENT IMAGING LIMITED      ,516110,
INE147C01017,POOJA ENTERTAINMENT AND FILMS ,532011,
INE147P01019,JINDAL POLY INVESTMENT AND FIN,536773,JPOLYINVST
INE155E01016,INVESTMENT & PRECISION CASTING,504786,
INE156C01018,PIONEER EMBROIDERIES LTD.     ,514300,PIONEEREMB
INE159L01013,S V GLOBAL MILL LTD.   ,535621,
INE164H01011,SHREE RAM URBAN INFRASTRUCTURE,503205,
INE165B01029,R.S.SOFTWARE INDIA LTD.,517447,RSSOFTWARE
INE165G01010,Assam Entrade Limited  ,542911,
INE170N01016,MIDEAST INTEGRATED STEELS LIMI,540744,
INE172F01018,AASHRIT CAPITAL LIMITED,205709,
INE172N01012,IMAGICAAWORLD ENTERTAINMENT LI,539056,IMAGICAA
INE173A01025,STANDARD INDUSTRIES LTD.      ,530017,SIL
INE175Y01012,PENTA GOLD LIMITED     ,203180,PENTAGOLD
INE176J01011,SICAGEN INDIA LTD.     ,533014,
INE177C01022,BATLIBOI LTD.   ,522004,
INE178C01020,Smartlink Holdings Limited    ,532419,SMARTLINK
INE179G01011,Davangere Sugar Company Limite,543267,
INE181G01025,AJR INFRA AND TOLLING LIMITED ,532959,AJRINFRA
INE184B01012,Sagarsoft (India) Limited     ,540143,
INE188Y01015,VERTOZ ADVERTISING LTD ,202033,VERTOZ
INE196Y01018,WORTH PERIPHERALS LIMITED     ,202243,WORTH
INE198H01019,AAREY DRUGS & PHARMACEUTICALS ,524412,AAREYDRUGS
INE201B01022,MAJESTIC AUTO LTD.     ,500267,
INE201J01017,LGB FORGE LTD.  ,533007,LGBFORGE
INE202H01019,KERNEX MICROSYSTEMS (INDIA) LT,532686,KERNEX
INE207B01011,SHARP INDIA LTD.,523449,
INE207D01017,FAZE THREE AUTOFAB LIMITED    ,532459,
INE207H01018,GUJARAT NATURAL RESOURCES LIMI,513536,
INE209O01028,ESTEEM BIO ORGANIC FOOD PROCES,534927,
INE210C01013,ARO GRANITE INDUSTRIES LTD.   ,513729,AROGRANITE
INE213B01019,ODYSSEY TECHNOLOGIES LTD.     ,530175,
INE214F01026,GRAVISS HOSPITALITY LTD.      ,509546,
INE216C01010,CALCOM VISION LTD.     ,517236,
INE217S01014,Apoorva Leasing Finance & Inve,539545,
INE218C01016,AUSOM ENTERPRISE LIMITED      ,509009,AUSOMENT
INE218G01033,PALRED TECHNOLOGIES LIMITED   ,532521,PALREDTEC
INE220Z01013,SHARAT INDUSTRIES LTD. ,519397,
INE222F01029,VTM LTD. ,532893,
INE227F01010,M. K. Exim (India) Ltd.,538890,
INE227G01018,INDOWIND ENERGY LTD.   ,532894,INDOWIND
INE231N01024,MISHKA FINANCE AND TRADING LTD,512191,
INE235C01010,SUMEET INDUSTRIES LTD. ,514211,SUMEETINDS
INE236Y01012,NAKODA GROUP OF INDUSTRIES LIM,541418,NGIL
INE237B01018,Jeevan Scientific Technology L,538837,
INE244W01010,Veer Global Infraconstruction ,543241,
INE248H01012,ROHIT FERRO-TECH LTD.  ,532731,ROHITFERRO
INE251C01025,ABM INTERNATIONAL LTD  ,208186,ABMINTLLTD
